Id,SalePrice
1461,102258.31884527503
1462,58759.1804558732
1463,181286.22772479415
1464,191530.57418313198
1465,198628.41966002798
1466,170453.7338253358
1467,177826.04881498008
1468,159370.40040108017
1469,193617.78015386965
1470,113794.69018366901
1471,221098.1071317653
1472,116666.80407220048
1473,101493.89588412463
1474,164096.34554855296
1475,152762.62597709248
1476,331431.4590062057
1477,229743.4518175648
1478,287273.13770964346
1479,295200.91655504174
1480,418736.17941875564
1481,332154.32418805605
1482,232439.33774184898
1483,215299.25544444387
1484,171347.91320801197
1485,191562.95485399952
1486,196077.8731530756
1487,290150.96415325865
1488,224584.6631026063
1489,175670.04152195904
1490,192180.1551748362
1491,193779.6529668379
1492,87122.14396120732
1493,168171.8241499159
1494,275045.682532283
1495,304946.37341062666
1496,227592.20968715372
1497,206088.40764434636
1498,176080.25238644148
1499,178621.71199024838
1500,161118.5200937681
1501,180733.330793564
1502,158891.45362702358
1503,284484.0164494659
1504,216165.96287571255
1505,191050.31192201926
1506,195670.11586099333
1507,220952.73745529135
1508,206924.28358547302
1509,153950.20067098204
1510,130224.64082450107
1511,142422.17598958814
1512,160749.69611734757
1513,153279.37452470107
1514,113494.03193511163
1515,207669.5395355438
1516,220573.14695487454
1517,199965.05195130667
1518,98373.81317998374
1519,179865.75977754814
1520,120007.6181360485
1521,132750.96280384145
1522,149581.88790715105
1523,116958.75455777642
1524,140584.63120872813
1525,130851.62759620092
1526,176936.52517574633
1527,75868.10412775233
1528,165952.3745727657
1529,123530.1552612056
1530,170970.74209658414
1531,83471.33519274555
1532,104684.42532689436
1533,127841.16137798883
1534,137734.39282962645
1535,173700.82632282274
1536,102491.75726380998
1537,39239.78691469195
1538,198834.89874859957
1539,195703.85884685154
1540,67083.81550006005
1541,142793.89724314603
1542,113430.80787713653
1543,173362.07421714364
1544,103003.02063104627
1545,165962.79896510852
1546,107275.51304657293
1547,113673.52133517672
1548,149200.5154547678
1549,116020.61769062078
1550,115578.23800763716
1551,122837.40855453185
1552,86172.77312404732
1553,122957.64962532489
1554,124622.92819946755
1555,155567.1524982387
1556,76304.44428492268
1557,114900.82718542493
1558,114037.9970136632
1559,44534.06721014463
1560,143958.57416676675
1561,83011.86740634381
1562,110217.3400444424
1563,120687.22915745202
1564,166212.80673326753
1565,132531.60134515015
1566,307691.45924850344
1567,79827.26658132569
1568,213195.5057022455
1569,70641.12785187135
1570,123613.58165391794
1571,96848.48127360462
1572,139419.16451244292
1573,336237.4637804936
1574,106204.0463422734
1575,224200.54387549602
1576,227336.52771070192
1577,163087.0172215993
1578,167462.5984918394
1579,158534.5481571072
1580,187067.61139772725
1581,157284.3896560821
1582,133324.38507752653
1583,266855.1007765056
1584,181152.23058969615
1585,171609.70299477893
1586,62542.97023135839
1587,97588.38975431291
1588,142058.7157459275
1589,114319.9879263237
1590,156420.43664977446
1591,81315.86479724737
1592,95913.35130455854
1593,143600.39362180958
1594,81647.9160400379
1595,86004.36200258005
1596,209139.90464023355
1597,126579.65178922286
1598,259931.33741596367
1599,233579.76900910639
1600,192453.44017223996
1601,73196.72993057533
1602,85409.247374769
1603,80402.07513648216
1604,224443.01227208358
1605,269896.8989213119
1606,186822.54468541386
1607,122656.77077788002
1608,219773.7179024912
1609,182898.4069463451
1610,128328.06124387888
1611,147454.99708071412
1612,136566.35188120758
1613,127887.476719955
1614,118462.95789816999
1615,102951.69955684994
1616,72610.14442324688
1617,104231.52485483688
1618,118570.9258808147
1619,163958.05103305855
1620,65530.44530401296
1621,134723.86092894702
1622,114890.49246496291
1623,215155.9390674838
1624,202802.1467012641
1625,130973.01185788808
1626,164823.8518380996
1627,179619.2754617207
1628,309307.10195798014
1629,163605.94678501668
1630,383165.2694436058
1631,250101.49366171734
1632,271528.0949102913
1633,162932.1498125945
1634,173647.99693429246
1635,175149.91101396678
1636,144927.76106445616
1637,197381.78981677786
1638,218903.36401293823
1639,186069.35091956327
1640,302997.431497142
1641,160990.6654357642
1642,200223.219906593
1643,214446.32000685128
1644,206525.7678121626
1645,174179.1089318172
1646,179244.74233223835
1647,183817.09662040957
1648,118661.8113776676
1649,134665.07475312968
1650,110642.0281667754
1651,112463.55311179959
1652,125816.79759306964
1653,134682.985754723
1654,146503.88408683203
1655,145201.72684243345
1656,151535.98266797865
1657,133878.27037693054
1658,147977.7316141166
1659,134765.03232560313
1660,114247.95271980691
1661,463650.1333333356
1662,434747.6931915834
1663,358074.96784795553
1664,603586.745297047
1665,274401.43506169296
1666,339108.2659576304
1667,471751.3709621353
1668,281108.6571640143
1669,329157.88426377275
1670,342037.7939422399
1671,248931.46462281595
1672,472415.1341226229
